Nº_boletim;data_boletim; Nº_municipio;nome_municipio;seq_logradouros;Nº_logradouro;tipo_logradouro;nome_logradouro;tipo_logradouro_anterior;nome_logradouro_anterior;Nº_bairro;nome_bairro;tipo_bairro;descricao_tipo_bairro;Nº_imovel;Nº_imovel_proximo
2020-045912055-001;22/09/2020 11:18;1;BELO HORIZONTE                ;1;308286;AVE;EFIGENIA MIRANDA SCHETTINO                        ;AVE;SANITARIA                                         ;619;BETANIA                                           ;B ;BAIRRO                        ;0;0
2020-038283408-001;09/08/2020 19:46;1;BELO HORIZONTE                ;2;308286;AVE;EFIGENIA MIRANDA SCHETTINO                        ;AVE;SANITARIA                                         ;1324;ESTRELA DO ORIENTE                                ;B ;BAIRRO                        ;0;0
2020-053998100-001;08/11/2020 19:00;1;BELO HORIZONTE                ;1;308286;AVE;EFIGENIA MIRANDA SCHETTINO                        ;AVE;SANITARIA                                         ;619;BETANIA                                           ;B ;BAIRRO                        ;47;0
2020-026787342-001;05/06/2020 15:40;1;BELO HORIZONTE                ;1;308286;AVE;EFIGENIA MIRANDA SCHETTINO                        ;AVE;SANITARIA                                         ;619;BETANIA                                           ;B ;BAIRRO                        ;0;0
2020-002759954-001;17/01/2020 06:30;1;BELO HORIZONTE                ;1;308325;RUA;TRES MIL E SETENTA E QUATRO                       ;NI ;N?O INFORMADO                                     ;905;PAULO VI                                          ;B ;BAIRRO                        ;201;0
2020-011969430-001;08/03/2020 01:45;1;BELO HORIZONTE                ;2;129079;RUA;WILSON MODESTO RIBEIRO                            ;RUA;A                                                 ;698;IPIRANGA                                          ;B ;BAIRRO                        ;0;0
2020-051099548-001;22/10/2020 14:00;1;BELO HORIZONTE                ;2;129079;RUA;WILSON MODESTO RIBEIRO                            ;RUA;A                                                 ;698;IPIRANGA                                          ;B ;BAIRRO                        ;0;0
2020-041467490-001;27/08/2020 18:50;1;BELO HORIZONTE                ;1;129079;RUA;WILSON MODESTO RIBEIRO                            ;RUA;A                                                 ;698;IPIRANGA                                          ;B ;BAIRRO                        ;0;0
2020-058489395-001;04/12/2020 22:26;1;BELO HORIZONTE                ;1;130223;RUA;JOSE ALVES SOBRINHO                               ;RUA;UM MIL QUATROCENTOS E CINQUENTA E UM              ;619;BETANIA                                           ;B ;BAIRRO                        ;0;0
2020-005464304-001;01/02/2020 08:35;1;BELO HORIZONTE                ;1;130438;RUA;VIRTULINO PINTO RIBEIRO                           ;RUA;MONTE SINAI                                       ;833;OLARIA                                            ;B ;BAIRRO                        ;0;0
2020-003014350-001;18/01/2020 15:34;1;BELO HORIZONTE                ;1;130438;RUA;VIRTULINO PINTO RIBEIRO                           ;RUA;MONTE SINAI                                       ;833;OLARIA                                            ;B ;BAIRRO                        ;339;0
2020-055533984-001;17/11/2020 18:09;1;BELO HORIZONTE                ;1;130438;RUA;VIRTULINO PINTO RIBEIRO                           ;RUA;MONTE SINAI                                       ;833;OLARIA                                            ;B ;BAIRRO                        ;0;0
2020-035963165-001;27/07/2020 07:02;1;BELO HORIZONTE                ;1;130453;RUA;MONTE CARMELO                                     ;RUA;DUZENTOS E QUARENTA                               ;833;OLARIA                                            ;B ;BAIRRO                        ;0;0
2020-041458445-001;27/08/2020 17:02;1;BELO HORIZONTE                ;1;130453;RUA;MONTE CARMELO                                     ;RUA;DUZENTOS E QUARENTA                               ;833;OLARIA                                            ;B ;BAIRRO                        ;0;0
2020-060677900-001;17/12/2020 22:07;1;BELO HORIZONTE                ;1;130730;RUA;HEITOR MENIN                                      ;RUA;CINQUENTA E TRES                                  ;667;ESTORIL                                           ;B ;BAIRRO                        ;0;0
2020-010851224-001;01/03/2020 23:56;1;BELO HORIZONTE                ;2;130730;RUA;HEITOR MENIN                                      ;RUA;CINQUENTA E TRES                                  ;667;ESTORIL                                           ;B ;BAIRRO                        ;0;0
2020-048055776-001;04/10/2020 17:49;1;BELO HORIZONTE                ;2;130730;RUA;HEITOR MENIN                                      ;RUA;CINQUENTA E TRES                                  ;667;ESTORIL                                           ;B ;BAIRRO                        ;0;0
2020-033460165-001;12/07/2020 19:43;1;BELO HORIZONTE                ;2;130844;RUA;ALESSANDRA SALUM CADAR                            ;RUA;QUINZE                                            ;623;BURITIS                                           ;B ;BAIRRO                        ;0;0
2020-036804287-001;31/07/2020 21:14;1;BELO HORIZONTE                ;2;130844;RUA;ALESSANDRA SALUM CADAR                            ;RUA;QUINZE                                            ;623;BURITIS                                           ;B ;BAIRRO                        ;0;0
2020-018034278-001;11/04/2020 19:30;1;BELO HORIZONTE                ;1;14305;RUA;CATUMBI                                           ;RUA;AGUA BOA                                          ;628;CAICARAS                                          ;B ;BAIRRO                        ;600;0
2020-003553795-001;21/01/2020 19:14;1;BELO HORIZONTE                ;2;15538;RUA;MADRE PAULINA                                     ;RUA;SEIS                                              ;1148;DIAMANTE                                          ;B ;BAIRRO                        ;0;0
2020-013176002-001;14/03/2020 13:06;1;BELO HORIZONTE                ;2;15538;RUA;MADRE PAULINA                                     ;RUA;SEIS                                              ;1146;JOAO PAULO II                                     ;CH;CONJUNTO HABITACIONAL         ;0;0
2020-031736490-002;02/07/2020 18:34;1;BELO HORIZONTE                ;1;15538;RUA;MADRE PAULINA                                     ;RUA;SEIS                                              ;1148;DIAMANTE                                          ;B ;BAIRRO                        ;4;0
2020-053813060-001;06/11/2020 21:20;1;BELO HORIZONTE                ;2;15538;RUA;MADRE PAULINA                                     ;RUA;SEIS                                              ;1157;ITAIPU                                            ;B ;BAIRRO                        ;0;0
2020-059344714-001;10/12/2020 08:25;1;BELO HORIZONTE                ;2;15639;RUA;JOAO ANTONIO CARDOSO                              ;RUA;CINCO                                             ;738;OURO PRETO                                        ;B ;BAIRRO                        ;0;0
2020-011384652-001;04/03/2020 16:24;1;BELO HORIZONTE                ;1;15639;RUA;JOAO ANTONIO CARDOSO                              ;RUA;CINCO                                             ;738;OURO PRETO                                        ;B ;BAIRRO                        ;207;0
2020-023114184-002;15/05/2020 11:46;1;BELO HORIZONTE                ;2;15639;RUA;JOAO ANTONIO CARDOSO                              ;RUA;CINCO                                             ;738;OURO PRETO                                        ;B ;BAIRRO                        ;0;0
2020-040158765-001;20/08/2020 09:12;1;BELO HORIZONTE                ;1;15639;RUA;JOAO ANTONIO CARDOSO                              ;RUA;CINCO                                             ;738;OURO PRETO                                        ;B ;BAIRRO                        ;474;0
2020-033181763-001;10/07/2020 22:20;1;BELO HORIZONTE                ;2;16109;RUA;DANTAS                                            ;RUA;ALDEYDA FERREIRA DUARTE                           ;1670;SAO JORGE I                                       ;B ;BAIRRO                        ;0;0
2020-058025990-001;02/12/2020 14:17;1;BELO HORIZONTE                ;1;16657;RUA;CONDE DE LINHARES                                 ;RUA;AGRIGENTO                                         ;644;CIDADE JARDIM                                     ;B ;BAIRRO                        ;0;0
2020-000646130-001;05/01/2020 10:56;1;BELO HORIZONTE                ;1;16657;RUA;CONDE DE LINHARES                                 ;RUA;AGRIGENTO                                         ;644;CIDADE JARDIM                                     ;B ;BAIRRO                        ;0;0
2020-049756638-001;14/10/2020 15:46;1;BELO HORIZONTE                ;1;16657;RUA;CONDE DE LINHARES                                 ;RUA;AGRIGENTO                                         ;644;CIDADE JARDIM                                     ;B ;BAIRRO                        ;0;0
2020-040535976-001;22/08/2020 11:12;1;BELO HORIZONTE                ;1;16657;RUA;CONDE DE LINHARES                                 ;RUA;AGRIGENTO                                         ;644;CIDADE JARDIM                                     ;B ;BAIRRO                        ;0;0
2020-019389220-001;22/04/2020 08:50;1;BELO HORIZONTE                ;1;16657;RUA;CONDE DE LINHARES                                 ;RUA;AGRIGENTO                                         ;644;CIDADE JARDIM                                     ;B ;BAIRRO                        ;0;0
2020-047221385-001;29/09/2020 17:10;1;BELO HORIZONTE                ;1;16657;RUA;CONDE DE LINHARES                                 ;RUA;AGRIGENTO                                         ;644;CIDADE JARDIM                                     ;B ;BAIRRO                        ;451;0
2020-018816355-001;20/04/2020 12:13;1;BELO HORIZONTE                ;1;16657;RUA;CONDE DE LINHARES                                 ;RUA;AGRIGENTO                                         ;644;CIDADE JARDIM                                     ;B ;BAIRRO                        ;0;0
2020-028031090-001;12/06/2020 08:58;1;BELO HORIZONTE                ;1;16657;RUA;CONDE DE LINHARES                                 ;RUA;AGRIGENTO                                         ;644;CIDADE JARDIM                                     ;B ;BAIRRO                        ;0;0
2020-027678916-001;10/06/2020 11:13;1;BELO HORIZONTE                ;1;16657;RUA;CONDE DE LINHARES                                 ;RUA;AGRIGENTO                                         ;644;CIDADE JARDIM                                     ;B ;BAIRRO                        ;77;0
2020-058841468-001;07/12/2020 10:53;1;BELO HORIZONTE                ;1;16704;RUA;CONDE DE PRADOS                                   ;RUA;ALIANCA                                           ;739;PADRE EUSTAQUIO                                   ;B ;BAIRRO                        ;0;0
2020-015528201-001;30/03/2020 11:59;1;BELO HORIZONTE                ;1;16988;RUA;CONSELHEIRO CARNEIRO DE CAMPOS                    ;RUA;CONSELHEIRO CAMPOS                                ;761;SALGADO FILHO                                     ;B ;BAIRRO                        ;0;0
2020-061075731-001;20/12/2020 15:37;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;0;0
2020-060671960-001;17/12/2020 21:32;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;0;0
2020-059734820-001;12/12/2020 12:32;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;939;0
2020-057648810-001;31/10/2020 19:00;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;510;0
2020-007223600-001;10/02/2020 21:43;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;1581;0
2020-000704830-001;05/01/2020 19:50;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;996;0
2020-013655808-001;17/03/2020 05:15;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;336;0
2020-006316034-001;06/02/2020 06:35;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;0;0
2020-024740422-001;24/05/2020 22:05;1;BELO HORIZONTE                ;2;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;0;0
2020-043662923-001;09/09/2020 15:06;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;396;0
2020-034857515-001;20/07/2020 16:06;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;0;0
2020-022944460-001;14/05/2020 13:30;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;0;0
2020-041787800-002;29/08/2020 16:12;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;0;0
2020-048701593-001;08/10/2020 10:01;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;1117;0
2020-032177940-001;05/07/2020 14:37;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;2055;0
2020-018493453-001;18/04/2020 08:58;1;BELO HORIZONTE                ;1;17041;RUA;CONSELHEIRO LAFAIETE                              ;RUA;AGOSTINHO PORTO                                   ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;0;0
2020-002127662-001;13/01/2020 19:04;1;BELO HORIZONTE                ;2;18173;RUA;PRATEADA                                          ;RUA;EMERENCIANA CAMARGO BATISTA                       ;604;ALTO DOS PINHEIROS                                ;B ;BAIRRO                        ;0;0
2020-034002410-001;15/07/2020 17:04;1;BELO HORIZONTE                ;1;18637;RUA;MIQUERINOS                                        ;RUA;MONSENHOR JOSE RODRIGUES                          ;819;VISTA ALEGRE                                      ;B ;BAIRRO                        ;68;0
2020-010833878-001;01/03/2020 19:32;1;BELO HORIZONTE                ;2;18700;RUA;MOMBACA                                           ;RUA;CRISTO REDENTOR                                   ;783;SAO GABRIEL                                       ;B ;BAIRRO                        ;0;0
2020-002917865-001;17/01/2020 22:46;1;BELO HORIZONTE                ;2;18700;RUA;MOMBACA                                           ;RUA;CRISTO REDENTOR                                   ;783;SAO GABRIEL                                       ;B ;BAIRRO                        ;0;0
2020-012671621-001;11/03/2020 19:05;1;BELO HORIZONTE                ;2;18914;RUA;JOSE SEBASTIAO DAHER                              ;RUA;UM                                                ;821;APARECIDA SETIMA SECAO                            ;B ;BAIRRO                        ;0;0
2020-060281026-001;15/12/2020 17:44;1;BELO HORIZONTE                ;1;19176;AVE;JOSE LOPES MURADAS                                ;AVE;D                                                 ;678;FLORAMAR                                          ;B ;BAIRRO                        ;0;0
2020-057255741-001;27/11/2020 20:54;1;BELO HORIZONTE                ;1;19176;AVE;JOSE LOPES MURADAS                                ;AVE;D                                                 ;1065;JARDIM GUANABARA                                  ;B ;BAIRRO                        ;0;0
2020-012180492-001;09/03/2020 13:13;1;BELO HORIZONTE                ;1;19176;AVE;JOSE LOPES MURADAS                                ;AVE;D                                                 ;678;FLORAMAR                                          ;B ;BAIRRO                        ;485;0
2020-024666032-001;24/05/2020 11:50;1;BELO HORIZONTE                ;1;19176;AVE;JOSE LOPES MURADAS                                ;AVE;D                                                 ;678;FLORAMAR                                          ;B ;BAIRRO                        ;0;0
2020-022810311-001;13/05/2020 18:01;1;BELO HORIZONTE                ;1;19176;AVE;JOSE LOPES MURADAS                                ;AVE;D                                                 ;678;FLORAMAR                                          ;B ;BAIRRO                        ;485;0
2020-054991475-001;14/11/2020 14:16;1;BELO HORIZONTE                ;1;19176;AVE;JOSE LOPES MURADAS                                ;AVE;D                                                 ;678;FLORAMAR                                          ;B ;BAIRRO                        ;0;0
2020-006733877-001;08/02/2020 13:34;1;BELO HORIZONTE                ;2;19223;RUA;GERALDA CIRINO FLOR DE MAIO                       ;RUA;D                                                 ;772;SANTA MONICA                                      ;B ;BAIRRO                        ;0;0
2020-052349521-001;29/10/2020 17:06;1;BELO HORIZONTE                ;1;19280;RUA;CHICO REI                                         ;RUA;D                                                 ;619;BETANIA                                           ;B ;BAIRRO                        ;0;0
2020-010938115-001;02/03/2020 13:20;1;BELO HORIZONTE                ;1;19702;RUA;DAVID RABELO                                      ;RUA;SESSENTA E TRES                                   ;787;JARDIM SAO JOSE                                   ;B ;BAIRRO                        ;0;0
2020-003766323-001;22/01/2020 20:15;1;BELO HORIZONTE                ;1;19702;RUA;DAVID RABELO                                      ;RUA;SESSENTA E TRES                                   ;602;ALIPIO DE MELO                                    ;B ;BAIRRO                        ;0;0
2020-000994560-001;07/01/2020 10:57;1;BELO HORIZONTE                ;1;19702;RUA;DAVID RABELO                                      ;RUA;SESSENTA E TRES                                   ;602;ALIPIO DE MELO                                    ;B ;BAIRRO                        ;0;0
2020-015740707-001;31/03/2020 18:26;1;BELO HORIZONTE                ;2;19702;RUA;DAVID RABELO                                      ;RUA;SESSENTA E TRES                                   ;787;JARDIM SAO JOSE                                   ;B ;BAIRRO                        ;0;0
2020-015039946-001;26/03/2020 17:40;1;BELO HORIZONTE                ;1;19702;RUA;DAVID RABELO                                      ;RUA;SESSENTA E TRES                                   ;602;ALIPIO DE MELO                                    ;B ;BAIRRO                        ;0;0
2020-047863920-001;03/10/2020 09:46;1;BELO HORIZONTE                ;1;19702;RUA;DAVID RABELO                                      ;RUA;SESSENTA E TRES                                   ;693;INCONFIDENCIA                                     ;B ;BAIRRO                        ;451;0
2020-022340150-001;11/05/2020 08:01;1;BELO HORIZONTE                ;1;19803;RUA;DEMIZA                                            ;RUA;OSWALDO CRIVELLARI FILHO                          ;1279;BAIRRO DAS INDUSTRIAS II                          ;B ;BAIRRO                        ;0;0
2020-012601125-001;11/03/2020 14:51;1;BELO HORIZONTE                ;1;19904;RUA;DESEMBARGADOR BARCELOS                            ;RUA;CERCADINHO                                        ;629;CALAFATE                                          ;B ;BAIRRO                        ;201;0
2020-011322754-001;04/03/2020 14:38;1;BELO HORIZONTE                ;1;19904;RUA;DESEMBARGADOR BARCELOS                            ;RUA;CERCADINHO                                        ;734;NOVA SUISSA                                       ;B ;BAIRRO                        ;0;0
2020-025015917-001;26/05/2020 13:15;1;BELO HORIZONTE                ;2;19904;RUA;DESEMBARGADOR BARCELOS                            ;RUA;CERCADINHO                                        ;734;NOVA SUISSA                                       ;B ;BAIRRO                        ;0;0
2020-033206141-001;04/08/2020 20:35;1;BELO HORIZONTE                ;1;19904;RUA;DESEMBARGADOR BARCELOS                            ;RUA;CERCADINHO                                        ;734;NOVA SUISSA                                       ;B ;BAIRRO                        ;0;0
2020-046694710-001;25/09/2020 18:00;1;BELO HORIZONTE                ;1;19904;RUA;DESEMBARGADOR BARCELOS                            ;RUA;CERCADINHO                                        ;734;NOVA SUISSA                                       ;B ;BAIRRO                        ;577;0
2020-029218050-001;18/06/2020 16:10;1;BELO HORIZONTE                ;2;19904;RUA;DESEMBARGADOR BARCELOS                            ;RUA;CERCADINHO                                        ;734;NOVA SUISSA                                       ;B ;BAIRRO                        ;0;0
2020-054270161-001;10/11/2020 11:15;1;BELO HORIZONTE                ;2;19904;RUA;DESEMBARGADOR BARCELOS                            ;RUA;CERCADINHO                                        ;734;NOVA SUISSA                                       ;B ;BAIRRO                        ;0;0
2020-010964561-001;02/03/2020 13:31;1;BELO HORIZONTE                ;1;20232;RUA;GANSO                                             ;RUA;CISNE                                             ;812;GOIANIA                                           ;B ;BAIRRO                        ;50;0
2020-005679556-001;02/02/2020 19:46;1;BELO HORIZONTE                ;1;20273;RUA;BARROSO NETO                                      ;RUA;TRINTA E TRES                                     ;690;HAVAI                                             ;B ;BAIRRO                        ;314;0
2020-025207101-001;27/05/2020 13:31;1;BELO HORIZONTE                ;1;20273;RUA;BARROSO NETO                                      ;RUA;TRINTA E TRES                                     ;690;HAVAI                                             ;B ;BAIRRO                        ;288;0
2020-009769662-001;24/02/2020 16:29;1;BELO HORIZONTE                ;1;80950;RUA;SEBASTIAO CASSIMIRO CAMPOS                        ;RUA;VINTE E OITO                                      ;1480;VILA VISTA ALEGRE                                 ;V ;VILA                          ;45;0
2020-047999644-001;04/10/2020 07:34;1;BELO HORIZONTE                ;1;81114;RUA;METALIG                                           ;RUA;PROFESSOR ALFREDO GALVAO                          ;1279;BAIRRO DAS INDUSTRIAS II                          ;B ;BAIRRO                        ;108;0
2020-002784475-001;17/01/2020 09:40;1;BELO HORIZONTE                ;1;81202;RUA;BERNARDO FIGUEIREDO                               ;RUA;MONTE ALEGRE                                      ;797;SERRA                                             ;B ;BAIRRO                        ;131;0
2020-018052003-001;14/04/2020 11:00;1;BELO HORIZONTE                ;1;81202;RUA;BERNARDO FIGUEIREDO                               ;RUA;MONTE ALEGRE                                      ;797;SERRA                                             ;B ;BAIRRO                        ;0;0
2020-040431683-001;21/08/2020 17:00;1;BELO HORIZONTE                ;2;81215;RUA;PROFESSOR JULIO MOURAO                            ;RUA;GERALDO TEIXEIRA DA COSTA                         ;716;LUXEMBURGO                                        ;B ;BAIRRO                        ;0;0
2020-061485394-001;22/12/2020 21:30;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;460;0
2020-060581878-001;17/12/2020 13:05;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;0;0
2020-060099733-001;14/12/2020 16:13;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;1157;ITAIPU                                            ;B ;BAIRRO                        ;109;0
2020-012602208-001;11/03/2020 12:27;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;0;0
2020-004764700-001;28/01/2020 16:51;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;58;0
2020-003643229-001;22/01/2020 09:58;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;400;0
2020-003560784-001;21/01/2020 18:05;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;1157;ITAIPU                                            ;B ;BAIRRO                        ;0;0
2020-000658905-001;04/01/2020 06:00;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;43;0
2020-015904929-001;01/04/2020 14:00;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;1155;TUNEL DE IBIRITE                                  ;CH;CONJUNTO HABITACIONAL         ;850;0
2020-034584640-001;18/07/2020 23:18;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;1035;0
2020-041222659-001;25/08/2020 14:30;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;778;0
2020-021184028-001;04/05/2020 13:47;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;460;0
2020-020037180-001;27/04/2020 18:26;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;0;0
2020-040260851-001;20/08/2020 18:50;1;BELO HORIZONTE                ;2;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;1155;TUNEL DE IBIRITE                                  ;CH;CONJUNTO HABITACIONAL         ;0;0
2020-031014467-001;28/06/2020 19:14;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;859;0
2020-045916094-001;22/09/2020 11:13;1;BELO HORIZONTE                ;2;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;0;0
2020-038461216-001;10/08/2020 18:42;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;1007;0
2020-028665052-001;13/06/2020 18:30;1;BELO HORIZONTE                ;2;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;0;0
2020-055512872-001;17/11/2020 14:21;1;BELO HORIZONTE                ;1;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;805;TIROL                                             ;B ;BAIRRO                        ;55;0
2020-026865652-001;05/06/2020 21:06;1;BELO HORIZONTE                ;2;81710;RUA;BRAULIO GOMES NOGUEIRA                            ;AVE;BRAULIO GOMES NOGUEIRA                            ;1155;TUNEL DE IBIRITE                                  ;CH;CONJUNTO HABITACIONAL         ;0;0
2020-057051017-001;26/11/2020 18:22;1;BELO HORIZONTE                ;1;81877;RUA;INDIRA GANDHI                                     ;RUA;ALEIJADINHO                                       ;806;TUPI A                                            ;B ;BAIRRO                        ;15;0
2020-030964568-001;26/06/2020 17:30;1;BELO HORIZONTE                ;1;81877;RUA;INDIRA GANDHI                                     ;RUA;ALEIJADINHO                                       ;806;TUPI A                                            ;B ;BAIRRO                        ;52;0
2020-005202460-001;30/01/2020 19:36;1;BELO HORIZONTE                ;1;82489;RUA;MAE D'AGUA                                        ;RUA;A                                                 ;783;SAO GABRIEL                                       ;B ;BAIRRO                        ;16;0
2020-039512728-001;16/08/2020 20:46;1;BELO HORIZONTE                ;1;82489;RUA;MAE D'AGUA                                        ;RUA;A                                                 ;783;SAO GABRIEL                                       ;B ;BAIRRO                        ;0;0
2020-031846567-001;03/07/2020 12:05;1;BELO HORIZONTE                ;2;82927;RUA;HELIO DE SENNA FIGUEIREDO                         ;RUA;QUATORZE                                          ;798;SERRANO                                           ;B ;BAIRRO                        ;0;0
2020-033704811-002;14/07/2020 04:51;1;BELO HORIZONTE                ;1;83277;RUA;ARTHUR LUCCHESI                                   ;RUA;TREZE                                             ;766;SANTA HELENA                                      ;B ;BAIRRO                        ;0;0
2020-028048254-001;12/06/2020 10:58;1;BELO HORIZONTE                ;2;83277;RUA;ARTHUR LUCCHESI                                   ;RUA;TREZE                                             ;766;SANTA HELENA                                      ;B ;BAIRRO                        ;0;0
2020-062029138-001;26/12/2020 16:56;1;BELO HORIZONTE                ;1;83614;RUA;FARIAS BRITO                                      ;RUA;H                                                 ;770;SANTA MARIA                                       ;B ;BAIRRO                        ;357;0
2020-037459339-001;04/08/2020 20:56;1;BELO HORIZONTE                ;1;83614;RUA;FARIAS BRITO                                      ;RUA;H                                                 ;770;SANTA MARIA                                       ;B ;BAIRRO                        ;357;0
2020-059504806-001;11/12/2020 00:55;1;BELO HORIZONTE                ;1;83857;RUA;EXPEDICIONARIO PAULO DE SOUZA                     ;RUA;VISCONDE DE ITABORAI                              ;1397;URCA                                              ;B ;BAIRRO                        ;0;0
