;Nº_boletim;data_boletim; Nº_municipio;nome_municipio;seq_logradouros;Nº_logradouro;tipo_logradouro;nome_logradouro;tipo_logradouro_anterior;nome_logradouro_anterior;Nº_bairro;nome_bairro;tipo_bairro;descricao_tipo_bairro;Nº_imovel;Nº_imovel_proximo
13225;2020-028087249-001;12/06/2020 13:50;1;BELO HORIZONTE                ;2;35495;RUA;ITAJUBA                                           ;NI ;N?O INFORMADO                                     ;679;FLORESTA                                          ;B ;BAIRRO                        ;0;0
13226;2020-054164941-001;09/11/2020 17:41;1;BELO HORIZONTE                ;1;35495;RUA;ITAJUBA                                           ;NI ;N?O INFORMADO                                     ;760;SAGRADA FAMILIA                                   ;B ;BAIRRO                        ;0;0
13227;2021-001372177-002;19/06/2020 23:55;1;BELO HORIZONTE                ;1;35542;RUA;ITAMARACA                                         ;NI ;N?O INFORMADO                                     ;647;CONCORDIA                                         ;B ;BAIRRO                        ;7;0
13228;2020-031296882-001;30/06/2020 12:03;1;BELO HORIZONTE                ;1;35542;RUA;ITAMARACA                                         ;NI ;N?O INFORMADO                                     ;647;CONCORDIA                                         ;B ;BAIRRO                        ;0;0
13229;2020-014630121-001;23/03/2020 17:40;1;BELO HORIZONTE                ;1;35671;RUA;ITAMI                                             ;RUA;B                                                 ;687;GUARANI                                           ;B ;BAIRRO                        ;0;0
13230;2020-039285210-001;15/08/2020 10:53;1;BELO HORIZONTE                ;1;35671;RUA;ITAMI                                             ;RUA;B                                                 ;687;GUARANI                                           ;B ;BAIRRO                        ;262;0
13231;2020-006006800-001;04/02/2020 14:41;1;BELO HORIZONTE                ;2;35785;RUA;ITAPERUNA                                         ;NI ;N?O INFORMADO                                     ;796;SAUDADE                                           ;B ;BAIRRO                        ;0;0
13232;2020-048122092-001;05/10/2020 05:01;1;BELO HORIZONTE                ;1;35817;RUA;ITAPETINGA                                        ;NI ;N?O INFORMADO                                     ;790;PIRATININGA                                       ;B ;BAIRRO                        ;152;0
13233;2020-030634142-001;26/06/2020 11:07;1;BELO HORIZONTE                ;1;35845;PCA;ITAPIRA                                           ;NI ;N?O INFORMADO                                     ;626;CAETANO FURQUIM                                   ;B ;BAIRRO                        ;0;0
13234;2020-062422025-001;08/10/2020 15:00;1;BELO HORIZONTE                ;2;33751;RUA;IARA                                              ;NI ;N?O INFORMADO                                     ;751;POMPEIA                                           ;B ;BAIRRO                        ;0;0
13235;2020-047194220-001;29/09/2020 14:51;1;BELO HORIZONTE                ;1;33751;RUA;IARA                                              ;NI ;N?O INFORMADO                                     ;751;POMPEIA                                           ;B ;BAIRRO                        ;0;0
13236;2020-005585388-001;02/02/2020 01:57;1;BELO HORIZONTE                ;2;33777;RUA;YARA LUCIA                                        ;NI ;N?O INFORMADO                                     ;771;MARIA GORETTI                                     ;B ;BAIRRO                        ;0;0
13237;2020-010927169-001;02/03/2020 12:30;1;BELO HORIZONTE                ;2;34262;RUA;IMPERIO                                           ;NI ;N?O INFORMADO                                     ;671;EYMARD                                            ;B ;BAIRRO                        ;0;0
13238;2020-021164581-001;04/05/2020 12:11;1;BELO HORIZONTE                ;1;34262;RUA;IMPERIO                                           ;NI ;N?O INFORMADO                                     ;671;EYMARD                                            ;B ;BAIRRO                        ;440;0
13239;2020-059928657-001;13/12/2020 19:46;1;BELO HORIZONTE                ;1;29400;RUA;FRANCISCO DESLANDES                               ;RUA;MARQUES DE PARANA                                 ;607;ANCHIETA                                          ;B ;BAIRRO                        ;780;0
13240;2020-004665897-001;28/01/2020 08:26;1;BELO HORIZONTE                ;1;29400;RUA;FRANCISCO DESLANDES                               ;RUA;MARQUES DE PARANA                                 ;607;ANCHIETA                                          ;B ;BAIRRO                        ;0;0
13241;2020-006958215-001;09/02/2020 22:56;1;BELO HORIZONTE                ;1;29400;RUA;FRANCISCO DESLANDES                               ;RUA;MARQUES DE PARANA                                 ;607;ANCHIETA                                          ;B ;BAIRRO                        ;1078;0
13242;2020-059564291-001;11/12/2020 11:50;1;BELO HORIZONTE                ;1;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;711;0
13243;2020-012267509-001;09/03/2020 19:38;1;BELO HORIZONTE                ;2;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;689;GUTIERREZ                                         ;B ;BAIRRO                        ;0;0
13244;2020-003053661-001;18/01/2020 21:50;1;BELO HORIZONTE                ;2;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;689;GUTIERREZ                                         ;B ;BAIRRO                        ;0;0
13245;2020-008556111-001;18/02/2020 11:09;1;BELO HORIZONTE                ;1;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;689;GUTIERREZ                                         ;B ;BAIRRO                        ;0;0
13246;2020-007945029-001;14/02/2020 20:00;1;BELO HORIZONTE                ;1;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;280;0
13247;2020-000728097-001;05/01/2020 21:49;1;BELO HORIZONTE                ;1;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
13248;2020-000188940-001;02/01/2020 12:55;1;BELO HORIZONTE                ;2;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
13249;2020-026206405-001;02/06/2020 13:43;1;BELO HORIZONTE                ;1;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;689;GUTIERREZ                                         ;B ;BAIRRO                        ;1203;0
13250;2020-025214066-001;27/05/2020 13:30;1;BELO HORIZONTE                ;2;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
13251;2020-050913170-001;21/10/2020 12:23;1;BELO HORIZONTE                ;1;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
13252;2020-024171297-001;21/05/2020 13:00;1;BELO HORIZONTE                ;1;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;345;0
13253;2020-034461520-001;18/07/2020 07:57;1;BELO HORIZONTE                ;2;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
13254;2020-047893889-001;03/10/2020 15:10;1;BELO HORIZONTE                ;1;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
13255;2020-047577911-001;01/10/2020 15:00;1;BELO HORIZONTE                ;1;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;675;0
13256;2020-030722508-001;26/06/2020 19:12;1;BELO HORIZONTE                ;2;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
13257;2020-039074076-001;14/08/2020 06:45;1;BELO HORIZONTE                ;1;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
13258;2020-029262966-001;18/06/2020 18:22;1;BELO HORIZONTE                ;2;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
13259;2020-054862029-001;13/11/2020 16:35;1;BELO HORIZONTE                ;2;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
13260;2020-037610642-001;05/08/2020 17:54;1;BELO HORIZONTE                ;2;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;689;GUTIERREZ                                         ;B ;BAIRRO                        ;0;0
13261;2020-027445982-001;09/06/2020 10:13;1;BELO HORIZONTE                ;1;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;689;GUTIERREZ                                         ;B ;BAIRRO                        ;1007;0
13262;2020-045484953-001;19/09/2020 19:52;1;BELO HORIZONTE                ;2;29656;AVE;FRANCISCO SA                                      ;AVE;ALMIRANTE JACEGUAI                                ;689;GUTIERREZ                                         ;B ;BAIRRO                        ;0;0
13263;2020-032726134-001;07/07/2020 21:00;1;BELO HORIZONTE                ;1;300011;VDT;SARAH KUBITSCHEK                                  ;VDT;B                                                 ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
13264;2020-029582806-001;20/06/2020 15:06;1;BELO HORIZONTE                ;1;300011;VDT;SARAH KUBITSCHEK                                  ;VDT;B                                                 ;710;LAGOINHA                                          ;B ;BAIRRO                        ;0;0
13265;2020-029382452-001;19/06/2020 13:54;1;BELO HORIZONTE                ;2;300011;VDT;SARAH KUBITSCHEK                                  ;VDT;B                                                 ;710;LAGOINHA                                          ;B ;BAIRRO                        ;0;0
13266;2020-001856737-001;12/01/2020 05:30;1;BELO HORIZONTE                ;1;300159;RUA;UM MIL NOVECENTOS E VINTE E NOVE                  ;NI ;N?O INFORMADO                                     ;756;PROVIDENCIA                                       ;B ;BAIRRO                        ;0;0
13267;2020-061749320-001;24/12/2020 14:50;1;BELO HORIZONTE                ;1;300229;TUN;PREFEITO SOUZA LIMA                               ;TUN;DA CONCORDIA                                      ;646;COLEGIO BATISTA                                   ;B ;BAIRRO                        ;0;0
13268;2020-005946674-002;04/02/2020 08:19;1;BELO HORIZONTE                ;2;300238;VDT;DEPUTADO ULYSSES GUIMARAES                        ;VDT;SILVA LOBO - VIA EXPRESSA                         ;629;CALAFATE                                          ;B ;BAIRRO                        ;0;0
13269;2020-053792783-001;07/11/2020 12:07;1;BELO HORIZONTE                ;1;300606;RUA;AMILCAR VIANNA MARTINS                            ;RUA;QUINZE                                            ;623;BURITIS                                           ;B ;BAIRRO                        ;0;0
13270;2020-053659432-001;05/11/2020 23:00;1;BELO HORIZONTE                ;2;303118;RUA;PROFESSOR FREDERICO RANGEL                        ;RUA;DOIS                                              ;1148;DIAMANTE                                          ;B ;BAIRRO                        ;0;0
13271;2020-047607700-001;01/10/2020 19:08;1;BELO HORIZONTE                ;2;92679;RUA;JOAQUIM ASSIS RIBEIRO                             ;RUA;DEZ                                               ;630;CALIFORNIA                                        ;B ;BAIRRO                        ;0;0
13272;2020-047607700-001;01/10/2020 19:08;1;BELO HORIZONTE                ;1;92694;RUA;RENATO PEREIRA                                    ;RUA;NOVE                                              ;630;CALIFORNIA                                        ;B ;BAIRRO                        ;0;0
13273;2020-033559091-001;13/07/2020 10:57;1;BELO HORIZONTE                ;1;92739;RUA;BENJAMIM JOSE DOS SANTOS                          ;RUA;W                                                 ;630;CALIFORNIA                                        ;B ;BAIRRO                        ;156;0
13274;2020-044151788-001;12/09/2020 07:52;1;BELO HORIZONTE                ;1;93400;RUA;GUANABARA                                         ;AVE;GUANABARA                                         ;1397;URCA                                              ;B ;BAIRRO                        ;0;0
13275;2020-035078413-001;21/07/2020 20:38;1;BELO HORIZONTE                ;2;93400;RUA;GUANABARA                                         ;AVE;GUANABARA                                         ;1397;URCA                                              ;B ;BAIRRO                        ;0;0
13276;2020-011744173-001;06/03/2020 16:32;1;BELO HORIZONTE                ;1;93426;RUA;PACIFICO CARDOSO DE ANDRADE                       ;RUA;CINCO                                             ;1426;VILA INDEPENDENCIA II                             ;B ;BAIRRO                        ;0;0
13277;2020-060986114-001;19/12/2020 19:41;1;BELO HORIZONTE                ;1;93744;RUA;DAS AGUAS                                         ;RUA;VINTE E OITO                                      ;1165;PETROPOLIS                                        ;B ;BAIRRO                        ;0;0
13278;2020-006857201-001;09/02/2020 08:59;1;BELO HORIZONTE                ;1;93760;AVE;PROFESSOR EDMUNDO FONTENELLE                      ;AVE;DO SERTAO                                         ;694;INDEPENDENCIA                                     ;B ;BAIRRO                        ;115;0
13279;2020-004517695-001;27/01/2020 12:40;1;BELO HORIZONTE                ;2;9377;RUA;TREM DE FERRO                                     ;RUA;VINTE                                             ;706;JATOBA                                            ;B ;BAIRRO                        ;0;0
13280;2020-020135028-001;28/04/2020 10:30;1;BELO HORIZONTE                ;2;9377;RUA;TREM DE FERRO                                     ;RUA;VINTE                                             ;706;JATOBA                                            ;B ;BAIRRO                        ;0;0
13281;2020-038790702-001;08/08/2020 19:15;1;BELO HORIZONTE                ;2;9377;RUA;TREM DE FERRO                                     ;RUA;VINTE                                             ;757;REGINA                                            ;B ;BAIRRO                        ;0;0
13282;2020-056725620-001;24/11/2020 00:30;1;BELO HORIZONTE                ;2;940;RUA;MANOEL RUBIM                                      ;RUA;ACURUI                                            ;791;SAO PAULO                                         ;B ;BAIRRO                        ;0;0
13283;2020-044493330-001;14/09/2020 13:29;1;BELO HORIZONTE                ;2;940;RUA;MANOEL RUBIM                                      ;RUA;ACURUI                                            ;791;SAO PAULO                                         ;B ;BAIRRO                        ;0;0
13284;2020-049569268-001;13/10/2020 15:35;1;BELO HORIZONTE                ;1;940;RUA;MANOEL RUBIM                                      ;RUA;ACURUI                                            ;791;SAO PAULO                                         ;B ;BAIRRO                        ;444;0
13285;2020-023790570-001;19/05/2020 12:25;1;BELO HORIZONTE                ;1;94040;AVE;DOUTOR HANS PETER KIERNFF                         ;RUA;DOUTOR HANS PETER KIERNFF                         ;1159;SANTA CECILIA                                     ;B ;BAIRRO                        ;0;0
13286;2020-011414319-001;04/03/2020 22:27;1;BELO HORIZONTE                ;2;94066;RUA;PAULO DUARTE                                      ;RUA;SEM NOME                                          ;1159;SANTA CECILIA                                     ;B ;BAIRRO                        ;0;0
13287;2020-059909713-001;13/12/2020 16:55;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;213;0
13288;2020-058304715-001;04/12/2020 00:02;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;780;0
13289;2020-057894277-001;01/12/2020 17:48;1;BELO HORIZONTE                ;2;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;763;SANTA CRUZ                                        ;B ;BAIRRO                        ;0;0
13290;2020-057761296-001;30/11/2020 23:54;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;698;IPIRANGA                                          ;B ;BAIRRO                        ;0;0
13291;2020-056829430-001;25/11/2020 15:01;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;0;0
13292;2020-056812671-001;25/11/2020 13:10;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;763;SANTA CRUZ                                        ;B ;BAIRRO                        ;1401;0
13293;2020-056769570-001;25/11/2020 08:05;1;BELO HORIZONTE                ;2;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;698;IPIRANGA                                          ;B ;BAIRRO                        ;0;0
13294;2020-011000019-001;28/02/2020 15:40;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;900;0
13295;2020-003906336-001;23/01/2020 15:20;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;455;0
13296;2020-008599552-001;18/02/2020 13:28;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;698;IPIRANGA                                          ;B ;BAIRRO                        ;2178;0
13297;2020-008358932-001;17/02/2020 12:43;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;1172;0
13298;2020-007153745-001;10/02/2020 21:59;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;763;SANTA CRUZ                                        ;B ;BAIRRO                        ;1309;0
13299;2020-014467575-001;21/03/2020 14:30;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;786;VILA SAO JOAO BATISTA                             ;B ;BAIRRO                        ;0;0
13300;2020-014071985-001;19/03/2020 16:15;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;698;IPIRANGA                                          ;B ;BAIRRO                        ;2200;0
13301;2020-052376540-001;29/10/2020 19:57;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;213;0
13302;2020-051592169-001;25/10/2020 15:30;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;763;SANTA CRUZ                                        ;B ;BAIRRO                        ;1035;0
13303;2020-044392683-001;13/09/2020 21:44;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;763;SANTA CRUZ                                        ;B ;BAIRRO                        ;2177;0
13304;2020-044185544-001;12/09/2020 14:25;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;740;PALMARES                                          ;B ;BAIRRO                        ;0;0
13305;2020-024482675-001;23/05/2020 02:03;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;0;0
13306;2020-035306484-001;23/07/2020 06:31;1;BELO HORIZONTE                ;2;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;0;0
13307;2020-023990284-001;19/05/2020 06:30;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;377;0
13308;2020-034510986-001;18/07/2020 00:10;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;763;SANTA CRUZ                                        ;B ;BAIRRO                        ;0;0
13309;2020-049570877-001;13/10/2020 16:14;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;740;PALMARES                                          ;B ;BAIRRO                        ;0;0
13310;2020-033455175-001;12/07/2020 18:58;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;763;SANTA CRUZ                                        ;B ;BAIRRO                        ;0;0
13311;2020-048619413-001;07/10/2020 19:03;1;BELO HORIZONTE                ;2;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;0;0
13312;2020-041635679-001;26/08/2020 13:30;1;BELO HORIZONTE                ;2;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;763;SANTA CRUZ                                        ;B ;BAIRRO                        ;0;0
13313;2020-041467490-001;27/08/2020 18:50;1;BELO HORIZONTE                ;2;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;698;IPIRANGA                                          ;B ;BAIRRO                        ;0;0
13314;2020-031550813-001;01/07/2020 16:55;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;763;SANTA CRUZ                                        ;B ;BAIRRO                        ;917;0
13315;2020-039417962-001;16/08/2020 05:48;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;698;IPIRANGA                                          ;B ;BAIRRO                        ;2350;0
13316;2020-030227903-001;24/06/2020 07:00;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;758;RENASCENCA                                        ;B ;BAIRRO                        ;1460;0
13317;2020-038470561-001;10/08/2020 19:55;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;758;RENASCENCA                                        ;B ;BAIRRO                        ;1384;0
13318;2020-038391140-001;10/08/2020 13:19;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;698;IPIRANGA                                          ;B ;BAIRRO                        ;0;0
13319;2020-017447250-001;11/04/2020 19:23;1;BELO HORIZONTE                ;1;9411;AVE;BERNARDO DE VASCONCELOS                           ;AVE;CACHOEIRINHA                                      ;625;CACHOEIRINHA                                      ;B ;BAIRRO                        ;802;0
13320;2020-060740520-001;18/12/2020 09:39;1;BELO HORIZONTE                ;1;94154;RUA;FREI MARTINHO BURNIER                             ;RUA;J                                                 ;743;PAQUETA                                           ;B ;BAIRRO                        ;0;0
13321;2020-011015816-001;02/03/2020 20:27;1;BELO HORIZONTE                ;1;94154;RUA;FREI MARTINHO BURNIER                             ;RUA;J                                                 ;743;PAQUETA                                           ;B ;BAIRRO                        ;0;0
13322;2020-031145605-001;29/06/2020 14:57;1;BELO HORIZONTE                ;1;94573;RUA;MARIANA OLIVEIRA TAVARES                          ;RUA;QUARENTA E NOVE                                   ;738;OURO PRETO                                        ;B ;BAIRRO                        ;199;0
13323;2020-007142247-001;10/02/2020 19:10;1;BELO HORIZONTE                ;1;94620;RUA;LEONIDIA TEIXEIRA DE LIMA                         ;RUA;QUATORZE                                          ;1240;NAZARE                                            ;B ;BAIRRO                        ;22;0
13324;2020-062811980-001;31/12/2020 17:13;1;BELO HORIZONTE                ;1;94775;RUA;AUSTEN NOGUEIRA DE SA                             ;RUA;ONZE                                              ;738;OURO PRETO                                        ;B ;BAIRRO                        ;75;0
13325;2020-060270669-001;12/12/2020 17:50;1;BELO HORIZONTE                ;1;95462;RUA;JOSE FLAUSINO                                     ;RUA;VALDEMIR PINTO                                    ;831;JARDIM VITORIA                                    ;B ;BAIRRO                        ;100;0
13326;2020-056664753-001;24/11/2020 15:14;1;BELO HORIZONTE                ;2;95462;RUA;JOSE FLAUSINO                                     ;RUA;VALDEMIR PINTO                                    ;831;JARDIM VITORIA                                    ;B ;BAIRRO                        ;0;0
13327;2020-011941040-001;07/03/2020 21:36;1;BELO HORIZONTE                ;2;95462;RUA;JOSE FLAUSINO                                     ;RUA;VALDEMIR PINTO                                    ;831;JARDIM VITORIA                                    ;B ;BAIRRO                        ;0;0
13328;2020-033608512-001;11/07/2020 13:30;1;BELO HORIZONTE                ;1;95462;RUA;JOSE FLAUSINO                                     ;RUA;VALDEMIR PINTO                                    ;831;JARDIM VITORIA                                    ;B ;BAIRRO                        ;1300;0
13329;2020-039204209-001;14/08/2020 18:59;1;BELO HORIZONTE                ;2;95462;RUA;JOSE FLAUSINO                                     ;RUA;VALDEMIR PINTO                                    ;831;JARDIM VITORIA                                    ;B ;BAIRRO                        ;0;0
13330;2020-045781002-001;20/09/2020 12:00;1;BELO HORIZONTE                ;1;95462;RUA;JOSE FLAUSINO                                     ;RUA;VALDEMIR PINTO                                    ;831;JARDIM VITORIA                                    ;B ;BAIRRO                        ;655;0
13331;2020-061974903-001;26/12/2020 09:46;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;1650;0
13332;2020-061397546-001;22/12/2020 12:29;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13333;2020-059730681-001;12/12/2020 11:33;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;617;BARRO PRETO                                       ;B ;BAIRRO                        ;0;0
13334;2020-058599932-001;05/12/2020 17:54;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
13335;2020-058452055-001;04/12/2020 18:40;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13336;2020-058172320-001;03/12/2020 10:50;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
13337;2020-057892462-001;01/12/2020 17:51;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
13338;2020-057035657-001;22/11/2020 20:45;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;1133;SAVASSI                                           ;B ;BAIRRO                        ;0;0
13339;2020-056515516-001;23/11/2020 18:00;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13340;2021-006550107-001;19/12/2020 17:58;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;851;0
13341;2020-011271315-002;02/03/2020 16:30;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13342;2020-010549570-001;28/02/2020 20:24;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;617;BARRO PRETO                                       ;B ;BAIRRO                        ;0;0
13343;2020-010294786-001;27/02/2020 16:02;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
13344;2020-009026502-001;20/02/2020 10:40;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;617;BARRO PRETO                                       ;B ;BAIRRO                        ;0;0
13345;2020-008535276-001;18/02/2020 07:57;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;1108;0
13346;2020-001559183-001;10/01/2020 11:34;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;431;0
